head,tail,label,predict
Q1094638,Q200939,located on terrain feature,located on terrain feature
Q2239643,Q871793,located on terrain feature,mountain range
Q6886412,Q131347,located on terrain feature,located on terrain feature
Q21203,Q664609,located on terrain feature,has part
Q1025132,Q200939,located on terrain feature,located on terrain feature
Q238,Q145694,located on terrain feature,located in or next to body of water
Q3892177,Q736575,located on terrain feature,located on terrain feature
Q14711934,Q7986374,located on terrain feature,located on terrain feature
Q542954,Q200939,located on terrain feature,located on terrain feature
Q1869633,Q2331044,located on terrain feature,located on terrain feature
Q30675963,Q18869,located on terrain feature,located on terrain feature
Q1327802,Q118251,located on terrain feature,located on terrain feature
Q546122,Q4171798,located on terrain feature,location
Q2084527,Q7835,located on terrain feature,located on terrain feature
Q623684,Q7835,located on terrain feature,located on terrain feature
Q1327341,Q146841,located on terrain feature,mountain range
Q5243962,Q4320729,located on terrain feature,headquarters location
Q13583166,Q16897139,located on terrain feature,located on terrain feature
Q499902,Q18438,located on terrain feature,located on terrain feature
Q1160526,Q98,located on terrain feature,located in or next to body of water
Q199442,Q12837,located on terrain feature,contains administrative territorial entity
Q583647,Q166919,located on terrain feature,located on terrain feature
Q1344411,Q216664,located on terrain feature,located on terrain feature
Q3136230,Q1223508,located on terrain feature,contains administrative territorial entity
Q6440456,Q12719483,located on terrain feature,located on terrain feature
Q2816645,Q47134,located on terrain feature,has part
Q25396,Q664609,located on terrain feature,part of
Q7534360,Q47134,located on terrain feature,located on terrain feature
Q132646,Q27275,located on terrain feature,main subject
Q1763364,Q14452,located on terrain feature,has part
Q2885227,Q2251,located on terrain feature,located on terrain feature
Q7452396,Q542965,located on terrain feature,located on terrain feature
Q702771,Q563588,located on terrain feature,location
Q2435784,Q47134,located on terrain feature,located on terrain feature
Q301686,Q210309,located on terrain feature,located on terrain feature
Q7566382,Q7332669,located on terrain feature,mountain range
Q754695,Q565751,located on terrain feature,located on terrain feature
Q129465,Q13989,located on terrain feature,located on terrain feature
Q977,Q27407,located on terrain feature,part of
Q3402621,Q7790804,architect,architect
Q32653910,Q57481,architect,architect
Q200780,Q309483,architect,architect
Q4968836,Q462997,architect,occupant
Q5117908,Q5490401,architect,head of government
Q630304,Q937566,architect,architect
Q607681,Q3121487,architect,architect
Q571767,Q63199,architect,head of government
Q14709065,Q7672137,architect,architect
Q2854543,Q299687,architect,architect
Q2920261,Q464603,architect,architect
Q7851310,Q1347934,architect,architect
Q2027162,Q167073,architect,architect
Q3000930,Q381724,architect,architect
Q3331450,Q6238301,architect,architect
Q1066903,Q312827,architect,architect
Q3432228,Q2566180,architect,architect
Q754321,Q2015762,architect,operator
Q1577048,Q313556,architect,architect
Q1474586,Q1964407,architect,architect
Q29294,Q459464,architect,architect
Q12495,Q834854,architect,operator
Q6675514,Q523888,architect,architect
Q1357650,Q183528,architect,architect
Q18398409,Q212487,architect,publisher
Q11702494,Q723981,architect,architect
Q2001686,Q3051023,architect,architect
Q696762,Q72574,architect,architect
Q2105150,Q7993577,architect,architect
Q4729515,Q4798035,architect,architect
Q1428812,Q66490,architect,architect
Q588555,Q381978,architect,architect
Q7306511,Q1178933,architect,architect
Q2547508,Q25328,architect,architect
Q185382,Q1986231,architect,architect
Q5383311,Q5490401,architect,architect
Q463782,Q694854,architect,architect
Q368771,Q317164,architect,architect
Q18642,Q651842,architect,architect
Q1287997,Q313828,architect,architect
Q11297,Q4724,architect,architect
Q1789776,Q176938,architect,architect
Q7594865,Q186265,architect,architect
Q2446907,Q214317,architect,architect
Q1323311,Q273572,architect,architect
Q7420934,Q15487491,architect,architect
Q599363,Q85669,architect,architect
Q4923411,Q3489585,architect,architect
Q4918390,Q879842,architect,architect
Q3432506,Q544535,architect,architect
Q3670352,Q459937,architect,architect
Q1333395,Q12750,architect,architect
Q2336867,Q168482,architect,architect
Q7797491,Q5347891,architect,architect
Q2070225,Q745903,architect,architect
Q918066,Q328728,architect,architect
Q4809123,Q540431,architect,architect
Q7594088,Q170373,architect,architect
Q1149601,Q2928594,architect,architect
Q863932,Q3294787,architect,architect
Q1297046,Q371506,architect,architect
Q326183,Q973881,architect,architect
Q7728317,Q30,country of origin,country of origin
Q858880,Q183,country of origin,country of origin
Q6557403,Q30,country of origin,country of origin
Q22227106,Q184,country of origin,country of origin
Q7249337,Q334,country of origin,country of origin
Q3511062,Q30,country of origin,applies to jurisdiction
Q5530649,Q30,country of origin,country of origin
Q7836525,Q20,country of origin,location of formation
Q23831,Q30,country of origin,country of origin
Q14916868,Q30,country of origin,country of origin
Q19880984,Q30,country of origin,country of origin
Q3550776,Q30,country of origin,country of origin
Q3359700,Q33,country of origin,applies to jurisdiction
Q21010856,Q408,country of origin,country of origin
Q7367473,Q33,country of origin,country of origin
Q192486,Q30,country of origin,country of origin
Q1455280,Q30,country of origin,country of origin
Q1050456,Q25,country of origin,location of formation
Q6956284,Q664,country of origin,country of origin
Q2117272,Q30,country of origin,country of origin
Q248644,Q38,country of origin,country of origin
Q1027660,Q252,country of origin,country of origin
Q736107,Q30,country of origin,country of origin
Q12337297,Q35,country of origin,country of origin
Q845465,Q766,country of origin,location of formation
Q7723065,Q408,country of origin,country of origin
Q16858693,Q30,country of origin,country
Q17061107,Q928,country of origin,country of origin
Q116845,Q30,country of origin,country of origin
Q1545459,Q408,country of origin,country of origin
Q37998766,Q30,country of origin,country of origin
Q815527,Q35,country of origin,applies to jurisdiction
Q976991,Q30,country of origin,country of origin
Q7642262,Q664,country of origin,country of origin
Q18603026,Q902,country of origin,country of origin
Q873413,Q30,country of origin,country of origin
Q7034226,Q33296,country of origin,country of origin
Q1520913,Q183,country of origin,country of origin
Q5767067,Q739,country of origin,country
Q3989152,Q30,country of origin,applies to jurisdiction
Q1496469,Q38,country of origin,country
Q45218,Q30,country of origin,applies to jurisdiction
Q3869166,Q30,country of origin,country of origin
Q5120290,Q30,country of origin,country of origin
Q211372,Q30,country of origin,country of origin
Q327072,Q183,country of origin,country of origin
Q75248,Q237,country of origin,applies to jurisdiction
Q868177,Q30,country of origin,country of origin
Q2553905,Q30,country of origin,country of origin
Q2634325,Q30,country of origin,country of origin
Q3374926,Q30,country of origin,country of origin
Q373954,Q30,country of origin,country of origin
Q7497567,Q30,country of origin,country of origin
Q7616997,Q30,country of origin,applies to jurisdiction
Q883442,Q30,country of origin,country of origin
Q571184,Q7318,country of origin,country
Q7237554,Q35,country of origin,country of origin
Q21869247,Q30,country of origin,country
Q4973303,Q30,country of origin,country of origin
Q3869178,Q38,country of origin,country of origin
Q3093109,Q408,country of origin,applies to jurisdiction
Q7731243,Q30,country of origin,country of origin
Q3942416,Q2068658,publisher,publisher
Q24908088,Q1065024,publisher,owned by
Q8036060,Q912887,publisher,publisher
Q16267792,Q15070334,publisher,publisher
Q2306586,Q536795,publisher,publisher
Q45028,Q73801,publisher,publisher
Q5288654,Q1567078,publisher,publisher
Q220960,Q178824,publisher,operator
Q1014915,Q149947,publisher,publisher
Q7758689,Q233015,publisher,publisher
Q1544126,Q85355,publisher,publisher
Q333644,Q1065024,publisher,owned by
Q7727257,Q7576675,publisher,publisher
Q7290779,Q5502917,publisher,developer
Q3110164,Q605401,publisher,publisher
Q13427106,Q8093,publisher,publisher
Q379927,Q2924461,publisher,publisher
Q472645,Q696625,publisher,publisher
Q16385141,Q197707,publisher,publisher
Q15710178,Q217595,publisher,publisher
Q1247426,Q217595,publisher,publisher
Q715274,Q785697,publisher,publisher
Q7301356,Q5434166,publisher,developer
Q261633,Q554198,publisher,publisher
Q5074476,Q7847734,publisher,publisher
Q1168015,Q771469,publisher,publisher
Q1463003,Q6867,publisher,operator
Q4037941,Q3181534,publisher,developer
Q7772778,Q7229707,publisher,publisher
Q875066,Q785697,publisher,publisher
Q237484,Q173941,publisher,developer
Q1858350,Q173496,publisher,publisher
Q10846807,Q11285613,publisher,publisher
Q30898983,Q22031476,publisher,publisher
Q7797774,Q4034881,publisher,publisher
Q907934,Q64233,publisher,screenwriter
Q3877979,Q5436243,publisher,publisher
Q337865,Q188273,publisher,publisher
Q1981225,Q746413,publisher,publisher
Q7540692,Q1327874,publisher,developer
Q165929,Q178824,publisher,developer
Q3824974,Q1708210,publisher,publisher
Q474845,Q731852,publisher,publisher
Q600784,Q483036,publisher,publisher
Q7575719,Q5323072,publisher,publisher
Q6295460,Q217595,publisher,publisher
Q7006856,Q1521725,publisher,publisher
Q609063,Q8093,publisher,publisher
Q530973,Q339228,publisher,publisher
Q5158146,Q5574338,publisher,publisher
Q4873207,Q1268871,publisher,publisher
Q1393956,Q1418015,publisher,publisher
Q3067859,Q2264873,publisher,publisher
Q1638636,Q2712143,publisher,developer
Q467374,Q45700,publisher,operator
Q94501,Q94912,publisher,publisher
Q11173411,Q217493,publisher,publisher
Q24575608,Q684425,publisher,publisher
Q5011780,Q463702,publisher,publisher
Q2239766,Q309996,publisher,developer
Q1043550,Q173941,publisher,distributor
Q4047305,Q959672,publisher,publisher
Q226736,Q200491,publisher,publisher
Q2991604,Q373933,publisher,publisher
Q20638503,Q844822,publisher,publisher
Q7831579,Q1773566,director,director
Q2128981,Q2849963,director,director
Q1253121,Q1209738,director,director
Q370313,Q590853,director,director
Q2929140,Q3193180,director,director
Q4939863,Q6182041,director,director
Q39057011,Q6365476,director,director
Q4660656,Q3193092,director,director
Q21396120,Q15733800,director,director
Q16246801,Q7635671,director,director
Q1795389,Q51114,director,director
Q17220781,Q533492,director,director
Q19833751,Q7283588,director,director
Q623507,Q329073,director,director
Q7776600,Q643246,director,screenwriter
Q16252411,Q12989013,director,director
Q27590651,Q3595535,director,director
Q3790790,Q938068,director,director
Q206497,Q1361200,director,director
Q1774998,Q55410,director,director
Q6353939,Q7505974,director,director
Q4657598,Q55249,director,director
Q1219828,Q51535,director,director
Q7850528,Q16221118,director,director
Q635848,Q8050423,director,director
Q6155093,Q6444153,director,director
Q191921,Q1678831,director,screenwriter
Q20814549,Q4790711,director,director
Q13564905,Q4805087,director,director
Q3523100,Q434244,director,screenwriter
Q23733,Q7815268,director,director
Q5115757,Q508333,director,screenwriter
Q5352548,Q55409,director,director
Q7640226,Q32923,director,director
Q24883481,Q6150953,director,director
Q2600271,Q951531,director,director
Q2962721,Q289645,director,director
Q2905692,Q84920,director,director
Q6376279,Q3177322,director,screenwriter
Q25217692,Q7156103,director,director
Q20949898,Q351812,director,director
Q5478692,Q459349,director,screenwriter
Q6873046,Q7931385,director,director
Q4765948,Q2721505,director,screenwriter
Q18153262,Q549017,director,director
Q182212,Q275402,director,director
Q109135,Q134867,director,director
Q797823,Q3161843,director,screenwriter
Q5066008,Q19661531,director,screenwriter
Q2184700,Q5236328,director,director
Q17021837,Q530235,director,screenwriter
Q211372,Q72717,director,director
Q558112,Q41351,director,director
Q16252296,Q8062006,director,screenwriter
Q464634,Q4767678,director,director
Q18397,Q7371,director,director
Q590308,Q7406391,director,screenwriter
Q7492834,Q559774,director,director
Q151904,Q282033,director,director
Q3107409,Q457871,director,publisher
Q2444986,Q2748620,director,director
Q4996826,Q1386207,director,director
Q272860,Q2071,director,director
Q232251,Q104049,director,director
Q281168,Q250627,director,director
Q2267828,Q53016,director,director
Q27703176,Q3269591,director,screenwriter
Q12300227,Q149730,director,director
Q20538749,Q7626179,director,director
Q4842161,Q12459973,director,director
Q4992,Q1036784,father,sibling
Q10065,Q10061,father,child
Q5927936,Q335544,father,sibling
Q779323,Q889146,father,father
Q6501559,Q16013402,father,spouse
Q2641203,Q192485,father,father
Q11925523,Q312326,father,child
Q4979201,Q2661641,father,spouse
Q2409375,Q288034,father,father
Q130586,Q127318,father,child
Q170083,Q7175686,father,child
Q343101,Q313005,father,spouse
Q269691,Q3044,father,child
Q707808,Q353698,father,child
Q235484,Q102140,father,spouse
Q78769,Q57249,father,manufacturer
Q188627,Q134128,father,child
Q336852,Q995016,father,spouse
Q240397,Q186256,father,spouse
Q103333,Q529116,father,child
Q34408,Q380479,father,child
Q621999,Q2496597,father,spouse
Q13018893,Q3182715,father,father
Q454929,Q702602,father,child
Q4972954,Q7175686,father,child
Q269392,Q3301,father,father
Q318476,Q318417,father,sibling
Q333905,Q6615222,father,sibling
Q254654,Q156774,father,child
Q4798035,Q3559943,father,mother
Q296304,Q3362,father,child
Q5458233,Q2099366,father,spouse
Q704110,Q7833326,father,child
Q3660158,Q151098,father,spouse
Q221364,Q40096,father,spouse
Q95292,Q87571,father,child
Q106690,Q2153,father,spouse
Q172056,Q114749,father,spouse
Q20148,Q197358,father,father
Q952428,Q367032,father,spouse
Q355869,Q244852,father,sibling
Q16201049,Q1274119,father,child
Q950523,Q130832,father,child
Q18396923,Q5597761,father,child
Q354796,Q122610,father,sibling
Q506466,Q1379932,father,child
Q2805230,Q3726692,father,spouse
Q189527,Q190563,father,father
Q7127279,Q5429939,father,child
Q11251240,Q7975736,father,child
Q143867,Q1511,father,spouse
Q310867,Q377903,father,sibling
Q2318426,Q336754,father,child
Q446050,Q171312,father,child
Q7979441,Q1151926,father,military branch
Q765682,Q41600,father,father
Q22978596,Q22004720,father,occupation
Q4693021,Q1801768,father,father
Q4363085,Q629702,father,spouse
Q245779,Q953878,father,sibling
Q2670643,Q669275,father,child
Q4739418,Q7983414,father,spouse
Q2083692,Q355869,father,child
Q274812,Q8011967,father,child
Q550622,Q1514672,father,child
Q3518417,Q325470,father,child
Q8413,Q131195,father,child
Q375016,Q5003407,father,spouse
Q1557841,Q364187,father,father
Q2468400,Q243122,father,child
Q88759,Q1054844,developer,publisher
Q2268510,Q309996,developer,developer
Q1142416,Q207784,developer,publisher
Q207006,Q1367937,developer,owned by
Q5382446,Q739711,developer,publisher
Q1851963,Q3655494,developer,developer
Q15681815,Q1172164,developer,developer
Q4044785,Q784330,developer,developer
Q2384157,Q2632192,developer,publisher
Q3455686,Q1637338,developer,developer
Q618265,Q312,developer,manufacturer
Q27031176,Q16927748,developer,developer
Q5305511,Q200491,developer,publisher
Q580863,Q916714,developer,publisher
Q7575171,Q2985270,developer,developer
Q3009530,Q282658,developer,publisher
Q1476209,Q2719211,developer,developer
Q4636311,Q5174029,developer,manufacturer
Q3304197,Q71930,developer,developer
Q719171,Q2283,developer,developer
Q407005,Q2420494,developer,publisher
Q3518878,Q1933462,developer,publisher
Q19687076,Q1390577,developer,manufacturer
Q1164863,Q216611,developer,publisher
Q714782,Q2030718,developer,developer
Q3780252,Q1054844,developer,publisher
Q3137769,Q3341895,developer,publisher
Q7624668,Q980729,developer,developer
Q231136,Q2283,developer,developer
Q651591,Q454738,developer,screenwriter
Q15141672,Q720871,developer,developer
Q637271,Q7843146,developer,developer
Q1765733,Q531167,developer,developer
Q20113718,Q642707,developer,developer
Q4784993,Q1045778,developer,developer
Q1144729,Q210075,developer,subsidiary
Q590890,Q80,developer,developer
Q18149352,Q17048692,developer,developer
Q7765627,Q2666236,developer,publisher
Q29966201,Q23901,developer,developer
Q1188904,Q3561117,developer,publisher
Q5275397,Q24410173,developer,participant
Q83843,Q130729,developer,developer
Q3611755,Q1384984,developer,developer
Q5013590,Q5025526,developer,developer
Q1069537,Q597020,developer,publisher
Q7658504,Q14647,developer,developer
Q12147068,Q731482,developer,developer
Q1151856,Q1423789,developer,publisher
Q1125377,Q1458317,developer,developer
Q4674551,Q342149,developer,developer
Q1371495,Q1131475,developer,developer
Q2708254,Q3412383,developer,developer
Q358919,Q312,developer,developer
Q736801,Q15070410,developer,developer
Q1143738,Q219758,developer,developer
Q537080,Q222909,developer,publisher
Q705442,Q182477,developer,publisher
Q270503,Q869104,developer,publisher
Q905235,Q1054844,developer,developer
Q137802,Q735267,developer,publisher
Q636219,Q739711,developer,publisher
Q83843,Q130744,developer,developer
Q21658271,Q193559,developer,developer
Q3066851,Q54122,military branch,military branch
Q6133446,Q11223,military branch,military branch
Q14601804,Q11223,military branch,military branch
Q88069,Q2564009,military branch,military branch
Q16057799,Q11223,military branch,military branch
Q332623,Q172771,military branch,military branch
Q7983343,Q2564009,military branch,military branch
Q75123,Q2564009,military branch,military branch
Q17182927,Q11220,military branch,military branch
Q28747981,Q1076619,military branch,military branch
Q7647499,Q11220,military branch,military branch
Q6077232,Q172771,military branch,military branch
Q887716,Q9212,military branch,military branch
Q3101641,Q11220,military branch,military branch
Q5662476,Q11220,military branch,military branch
Q547876,Q11220,military branch,military branch
Q5539412,Q11218,military branch,military branch
Q8018626,Q222595,military branch,military branch
Q464313,Q11220,military branch,military branch
Q5343274,Q11220,military branch,military branch
Q7378023,Q1752901,military branch,military branch
Q4643482,Q11223,military branch,military branch
Q541126,Q222595,military branch,military branch
Q954410,Q1752901,military branch,military branch
Q1990789,Q58792,military branch,position held
Q8031054,Q222595,military branch,military branch
Q4768849,Q222595,military branch,military branch
Q8018419,Q11220,military branch,military branch
Q728855,Q9212,military branch,military branch
Q119329,Q11220,military branch,military branch
Q880352,Q2002451,military branch,military branch
Q310192,Q1752901,military branch,military branch
Q3170357,Q64418,military branch,field of work
Q4707201,Q222595,military branch,military branch
Q7185941,Q11223,military branch,military branch
Q1068577,Q222595,military branch,military branch
Q4668831,Q11220,military branch,military branch
Q20731381,Q246813,military branch,military branch
Q4393299,Q172771,military branch,military branch
Q8016542,Q222595,military branch,military branch
Q16238716,Q222595,military branch,military branch
Q886420,Q54122,military branch,military branch
Q4163350,Q222595,military branch,military branch
Q5241026,Q781360,military branch,military branch
Q5531647,Q25456,military branch,military branch
Q1757145,Q11220,military branch,military branch
Q3080407,Q11223,military branch,military branch
Q516824,Q58792,military branch,member of
Q61855,Q11220,military branch,military branch
Q2505906,Q11220,military branch,military branch
Q5201098,Q1752901,military branch,military branch
Q2501755,Q2384177,military branch,military branch
Q4638551,Q11223,military branch,military branch
Q86675,Q2564009,military branch,military branch
Q2008915,Q1125021,military branch,military branch
Q6196985,Q781360,military branch,military branch
Q5481505,Q165862,military branch,military branch
Q71119,Q2564009,military branch,military branch
Q768374,Q222595,military branch,military branch
Q15967603,Q222595,military branch,military branch
Q11817,Q9212,military branch,military branch
Q7344971,Q11220,military branch,military branch
Q181917,Q222595,military branch,military branch
Q6096846,Q222595,military branch,military branch
Q1279982,Q18278,mouth of the watercourse,tributary
Q1136609,Q157042,mouth of the watercourse,mouth of the watercourse
Q4407363,Q6475734,mouth of the watercourse,mouth of the watercourse
Q3432676,Q26271,mouth of the watercourse,mouth of the watercourse
Q30624362,Q34874679,mouth of the watercourse,tributary
Q3565400,Q175554,mouth of the watercourse,tributary
Q22415923,Q2226,mouth of the watercourse,mouth of the watercourse
Q5121176,Q12740071,mouth of the watercourse,mouth of the watercourse
Q5642245,Q97,mouth of the watercourse,mouth of the watercourse
Q4959454,Q905910,mouth of the watercourse,mouth of the watercourse
Q4967959,Q4714620,mouth of the watercourse,mouth of the watercourse
Q1673,Q584,mouth of the watercourse,mouth of the watercourse
Q157539,Q2369669,mouth of the watercourse,tributary
Q702507,Q1653,mouth of the watercourse,mouth of the watercourse
Q6696397,Q539053,mouth of the watercourse,mouth of the watercourse
Q5088994,Q1383,mouth of the watercourse,mouth of the watercourse
Q3436827,Q3436797,mouth of the watercourse,tributary
Q7811401,Q7264320,mouth of the watercourse,mouth of the watercourse
Q1129913,Q558643,mouth of the watercourse,tributary
Q1471,Q34640,mouth of the watercourse,mouth of the watercourse
Q1156477,Q676154,mouth of the watercourse,mouth of the watercourse
Q431087,Q186901,mouth of the watercourse,mouth of the watercourse
Q3102812,Q120179,mouth of the watercourse,tributary
Q4906425,Q5162127,mouth of the watercourse,tributary
Q3103963,Q1653,mouth of the watercourse,mouth of the watercourse
Q1474782,Q41602,mouth of the watercourse,mouth of the watercourse
Q6035150,Q11974842,mouth of the watercourse,tributary
Q3321070,Q3556453,mouth of the watercourse,mouth of the watercourse
Q7198530,Q5452093,mouth of the watercourse,mouth of the watercourse
Q867460,Q97,mouth of the watercourse,mouth of the watercourse
Q20708104,Q3256709,mouth of the watercourse,tributary
Q1137387,Q1239,mouth of the watercourse,mouth of the watercourse
Q7337395,Q19714,mouth of the watercourse,tributary
Q4921619,Q1066,mouth of the watercourse,mouth of the watercourse
Q663709,Q1678,mouth of the watercourse,tributary
Q1104797,Q1163315,mouth of the watercourse,mouth of the watercourse
Q4581143,Q369528,mouth of the watercourse,tributary
Q3491719,Q1594722,mouth of the watercourse,mouth of the watercourse
Q4148420,Q272074,mouth of the watercourse,mouth of the watercourse
Q648395,Q1644,mouth of the watercourse,mouth of the watercourse
Q859274,Q5419,mouth of the watercourse,tributary
Q16919780,Q1298091,mouth of the watercourse,mouth of the watercourse
Q2389724,Q1733585,mouth of the watercourse,mouth of the watercourse
Q1769049,Q11987141,mouth of the watercourse,mouth of the watercourse
Q846063,Q43106,mouth of the watercourse,mouth of the watercourse
Q4999317,Q5180450,mouth of the watercourse,mouth of the watercourse
Q608969,Q859686,mouth of the watercourse,mouth of the watercourse
Q217524,Q1653,mouth of the watercourse,tributary
Q8062667,Q141017,mouth of the watercourse,mouth of the watercourse
Q14934816,Q1591703,mouth of the watercourse,mouth of the watercourse
Q700095,Q584,mouth of the watercourse,mouth of the watercourse
Q266877,Q270955,mouth of the watercourse,tributary
Q3263961,Q655754,mouth of the watercourse,mouth of the watercourse
Q629755,Q19686,mouth of the watercourse,tributary
Q2995318,Q2466394,mouth of the watercourse,tributary
Q5101955,Q5192582,mouth of the watercourse,mouth of the watercourse
Q280126,Q269710,mouth of the watercourse,mouth of the watercourse
Q2936092,Q599732,mouth of the watercourse,tributary
Q5583339,Q305408,mouth of the watercourse,mouth of the watercourse
Q4905404,Q143762,mouth of the watercourse,mouth of the watercourse
Q5518195,Q4891786,mouth of the watercourse,tributary
Q5167634,Q5578622,mouth of the watercourse,mouth of the watercourse
Q4683649,Q7685706,mouth of the watercourse,mouth of the watercourse
Q1109435,Q6530294,mouth of the watercourse,mouth of the watercourse
Q2388093,Q2335393,mouth of the watercourse,mouth of the watercourse
Q643525,Q1670,mouth of the watercourse,mouth of the watercourse
Q7337595,Q19686,mouth of the watercourse,tributary
Q1882576,Q1591703,mouth of the watercourse,mouth of the watercourse
Q921949,Q2992976,mouth of the watercourse,mouth of the watercourse
Q684403,Q1644,mouth of the watercourse,mouth of the watercourse
Q1375195,Q488651,nominated for,nominated for
Q689842,Q106291,nominated for,nominated for
Q3700516,Q111332,nominated for,nominated for
Q18407,Q103360,nominated for,nominated for
Q35149,Q38104,nominated for,nominated for
Q62891,Q38104,nominated for,nominated for
Q5435430,Q107258,nominated for,nominated for
Q15146380,Q488645,nominated for,nominated for
Q2559935,Q103618,nominated for,nominated for
Q302490,Q488651,nominated for,nominated for
Q1476010,Q105304,nominated for,nominated for
Q1632620,Q105304,nominated for,nominated for
Q740682,Q41417,nominated for,nominated for
Q27411,Q1257399,nominated for,nominated for
Q1632165,Q105304,nominated for,nominated for
Q1341009,Q103916,nominated for,nominated for
Q466297,Q41417,nominated for,nominated for
Q323472,Q281939,nominated for,nominated for
Q637820,Q102427,nominated for,nominated for
Q15545272,Q106800,nominated for,nominated for
Q337976,Q107258,nominated for,nominated for
Q329131,Q102427,nominated for,nominated for
Q1300420,Q106291,nominated for,nominated for
Q426346,Q106301,nominated for,nominated for
Q134895,Q103916,nominated for,nominated for
Q183239,Q102427,nominated for,nominated for
Q5421347,Q1425151,nominated for,nominated for
Q155423,Q131520,nominated for,nominated for
Q4072750,Q111332,nominated for,nominated for
Q1171247,Q103618,nominated for,nominated for
Q220741,Q131520,nominated for,nominated for
Q51114,Q102427,nominated for,nominated for
Q174843,Q103916,nominated for,nominated for
Q717302,Q41417,nominated for,nominated for
Q181774,Q103916,nominated for,nominated for
Q39719,Q1543426,nominated for,nominated for
Q108366,Q103916,nominated for,nominated for
Q1358042,Q281939,nominated for,nominated for
Q1480617,Q107258,nominated for,nominated for
Q34012,Q103916,nominated for,nominated for
Q2370120,Q917808,nominated for,nominated for
Q1619752,Q107258,nominated for,nominated for
Q116171,Q1377738,nominated for,nominated for
Q18547944,Q107258,nominated for,nominated for
Q720724,Q106291,nominated for,nominated for
Q280918,Q103618,nominated for,nominated for
Q1044521,Q917808,nominated for,nominated for
Q1042498,Q5593788,nominated for,nominated for
Q18913376,Q917808,nominated for,nominated for
Q314935,Q102427,nominated for,nominated for
Q3257306,Q111332,nominated for,nominated for
Q5152,Q35637,nominated for,nominated for
Q1678427,Q105304,nominated for,nominated for
Q95050,Q106301,nominated for,nominated for
Q109116,Q103916,nominated for,nominated for
Q722947,Q38104,nominated for,nominated for
Q765264,Q103916,nominated for,nominated for
Q1451738,Q106301,nominated for,nominated for
Q418424,Q106291,nominated for,nominated for
Q1079,Q2604800,nominated for,nominated for
Q930294,Q277536,nominated for,nominated for
Q217220,Q131520,nominated for,nominated for
Q22075535,Q487136,nominated for,nominated for
Q21172725,Q843219,nominated for,nominated for
Q199884,Q106301,nominated for,nominated for
Q15838495,Q277751,nominated for,nominated for
Q174385,Q393686,nominated for,nominated for
Q102291,Q44585,nominated for,nominated for
Q1140607,Q388433,nominated for,nominated for
Q213581,Q102427,nominated for,nominated for
Q33981,Q80113,movement,movement
Q1764395,Q382056,movement,movement
Q45006,Q164800,movement,movement
Q350695,Q8361,movement,movement
Q3433665,Q1401605,movement,movement
Q655705,Q37853,movement,movement
Q1078046,Q134147,movement,movement
Q107194,Q80113,movement,movement
Q345605,Q131808,movement,movement
Q211411,Q48235,movement,movement
Q5590225,Q595448,movement,movement
Q453972,Q184814,movement,movement
Q706359,Q42934,movement,movement
Q5041260,Q3645460,movement,movement
Q90635,Q39427,movement,movement
Q893297,Q1580216,movement,movement
Q669728,Q39427,movement,movement
Q157271,Q37068,movement,movement
Q261846,Q273506,movement,movement
Q55411,Q643782,movement,movement
Q167132,Q724976,movement,movement
Q214115,Q46158,movement,movement
Q677218,Q695830,movement,movement
Q375268,Q177725,movement,movement
Q4724,Q994776,movement,movement
Q272045,Q185905,movement,field of work
Q776390,Q273545,movement,movement
Q1412364,Q994776,movement,movement
Q1681870,Q8361,movement,movement
Q188176,Q213457,movement,movement
Q272205,Q189753,movement,movement
Q181776,Q377616,movement,nominated for
Q1349443,Q8361,movement,movement
Q1445590,Q8361,movement,movement
Q312631,Q207103,movement,genre
Q330854,Q37853,movement,movement
Q49898,Q808561,movement,movement
Q461464,Q164800,movement,movement
Q319274,Q80113,movement,movement
Q379752,Q206898,movement,movement
Q265398,Q1994273,movement,movement
Q877576,Q8361,movement,movement
Q61848,Q160218,movement,member of
Q17305697,Q173436,movement,movement
Q69538,Q80113,movement,movement
Q168542,Q154432,movement,movement
Q4792704,Q382056,movement,movement
Q716279,Q8361,movement,movement
Q23380,Q14378,movement,movement
Q1341721,Q207103,movement,movement
Q4747234,Q1513688,movement,movement
Q57247,Q1338153,movement,movement
Q2439030,Q37853,movement,instance of
Q452077,Q485459,movement,movement
Q134644,Q575691,movement,member of
Q205380,Q213457,movement,movement
Q123098,Q14378,movement,movement
Q48413,Q1076638,movement,instance of
Q49747,Q164800,movement,movement
Q24204628,Q829895,movement,publisher
Q188385,Q878985,movement,movement
Q2406426,Q37853,movement,movement
Q7892759,Q76,successful candidate,successful candidate
Q4825005,Q313805,successful candidate,successful candidate
Q18148315,Q36023,successful candidate,successful candidate
Q7892889,Q34296,successful candidate,successful candidate
Q1493320,Q128633,successful candidate,successful candidate
Q7987592,Q3046134,successful candidate,successful candidate
Q7892975,Q1124,successful candidate,successful candidate
Q7010338,Q256334,successful candidate,successful candidate
Q1204824,Q188978,successful candidate,successful candidate
Q7171198,Q381027,successful candidate,successful candidate
Q17100650,Q36023,successful candidate,successful candidate
Q374575,Q43922,successful candidate,participant
Q17100572,Q1124,successful candidate,successful candidate
Q7891519,Q712134,successful candidate,successful candidate
Q7006914,Q317842,successful candidate,successful candidate
Q7892660,Q76,successful candidate,successful candidate
Q8774287,Q5949958,successful candidate,successful candidate
